Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S0976,Emma Thomas,"male, 6'2"", tracksuit",17,2025-06-14,35-44,Bicycle theft,No,E10 5SD
S0430,Nancy Thompson,"male, 6'1"", baseball cap",5,2025-06-06,45-54,Theft from the person,Yes,EC3R 7PR
S0383,Lisa Miller,"female, 5'8"", denim jacket",14,2025-06-18,45-54,Theft from the person,No,SW11 3XW
S0243,Ava Miller,"female, 6'0"", grey sweater",3,2025-06-02,18-24,Theft from the person,No,BR5 1XD
S1214,Lisa Hill,"male, 5'11"", tracksuit",6,2025-05-01,45-54,Bicycle theft,Yes,SE8 3AL
S1296,Mia Johnson,"male, 5'7"", blue jeans",17,2025-07-01,45-54,Theft from the person,No,TW6 1QQ
S1073,Christopher Moore,"male, 5'10"", dark coat",12,2025-07-20,18-24,Bicycle theft,Yes,CR3 1AS
S1376,Olivia Hill,"female, 5'6"", leather jacket",11,2025-05-21,18-24,Theft from the person,No,DA15 0GF
S1091,Sandra Smith,"male, 6'2"", dark coat",14,2025-07-04,45-54,Bicycle theft,Yes,SE1P 4LT
S1051,Mia Torres,"male, 5'4"", red jacket",10,2025-07-08,55+,Theft from the person,Yes,RM9 6AA
S1405,Nancy King,"female, 5'6"", red jacket",3,2025-07-06,45-54,Theft from the person,No,NW3 2AL
S1329,Olivia Clark,"male, 5'9"", white t-shirt",21,2025-06-15,35-44,Theft from the person,Yes,W11 2XZ
S0572,Paul Sanchez,"female, 5'11"", dark coat",14,2025-07-25,25-34,Theft from the person,Yes,TW4 5NB
S1203,Olivia Adams,"male, 5'11"", red jacket",4,2025-07-27,55+,Theft from the person,Yes,TW13 5QU
S1056,David Hill,"male, 5'6"", baseball cap",9,2025-07-19,18-24,Theft from the person,No,UB3 4DQ
S1442,Donald Green,"female, 5'7"", blue jeans",11,2025-07-28,18-24,Bicycle theft,No,N15 5EY
S0328,Patricia Thomas,"female, 5'6"", white t-shirt",21,2025-05-10,18-24,Bicycle theft,No,NW2 4ZA
S0059,David Lopez,"male, 5'7"", baseball cap",3,2025-05-22,45-54,Theft from the person,Yes,W5 5GT
S0096,Sharon Sanchez,"male, 6'2"", grey sweater",15,2025-06-06,18-24,Theft from the person,No,W1R 8BE
S1466,John Allen,"female, 5'6"", white t-shirt",7,2025-05-27,18-24,Theft from the person,No,CR0 1JP
S0689,Charlotte Walker,"female, 5'10"", blue jeans",9,2025-05-05,18-24,Theft from the person,Yes,TW7 7BT
S0785,Mark Ramirez,"male, 5'5"", blue jeans",9,2025-05-06,45-54,Bicycle theft,Yes,SE15 9NB
S0110,Richard Sanchez,"male, 5'7"", blue jeans",9,2025-05-26,25-34,Theft from the person,Yes,N12 2DE
S1398,Daniel Davis,"male, 5'4"", leather jacket",12,2025-06-29,35-44,Theft from the person,No,E10 9EG
S0460,Mary Young,"female, 6'1"", tracksuit",12,2025-06-23,35-44,Theft from the person,No,SW2 1DU
S1453,Carol Campbell,"female, 6'1"", white t-shirt",16,2025-06-01,25-34,Theft from the person,No,IG8 8QN
S0844,Harper Rivera,"male, 5'9"", tracksuit",14,2025-07-30,18-24,Theft from the person,Yes,SE8 4AB
S0115,Charles Lopez,"female, 5'8"", black hoodie",12,2025-06-11,25-34,Bicycle theft,No,SW9 7SL
S1468,Jennifer Johnson,"female, 5'11"", baseball cap",13,2025-06-14,45-54,Bicycle theft,Yes,BR6 8EJ
S0467,Paul Gonzalez,"female, 5'8"", red jacket",5,2025-06-16,35-44,Bicycle theft,No,NW9 6EU
S1332,Sarah Anderson,"male, 6'1"", black hoodie",31,2025-06-25,45-54,Bicycle theft,Yes,HA0 2LR
S0036,Elizabeth Rivera,"female, 5'6"", grey sweater",4,2025-07-30,18-24,Theft from the person,Yes,EC4V 3PT
S0740,Steven Roberts,"female, 5'9"", blue jeans",11,2025-07-19,45-54,Theft from the person,Yes,SE23 1DE
S0313,Richard Sanchez,"female, 5'10"", baseball cap",20,2025-05-08,25-34,Theft from the person,Yes,SW16 5UG
S0472,Carol Carter,"male, 6'0"", black hoodie",6,2025-07-04,18-24,Theft from the person,No,BR2 7AH
S1145,Paul Wright,"female, 6'0"", tracksuit",10,2025-07-10,25-34,Bicycle theft,No,UB5 6YQ
S0603,Anthony Baker,"female, 5'10"", tracksuit",10,2025-05-18,45-54,Bicycle theft,Yes,HA5 2LW
S0492,Ruth Martin,"female, 5'11"", black hoodie",10,2025-07-16,35-44,Bicycle theft,Yes,SW4 7US
S0493,Carol Taylor,"male, 6'0"", black hoodie",12,2025-06-09,55+,Theft from the person,No,HA6 2QT
S0955,Mary Torres,"female, 5'11"", denim jacket",1,2025-06-10,35-44,Theft from the person,Yes,N21 2HD
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",17,2025-06-18,55+,Bicycle theft,No,HA1 2PB
S0547,Robert Martin,"male, 5'7"", dark coat",15,2025-06-02,18-24,Theft from the person,Yes,E9 7SP
S1061,Michelle Campbell,"male, 5'11"", red jacket",17,2025-05-30,35-44,Theft from the person,Yes,EN5 5HU
S1445,Donna Martin,"male, 6'2"", tracksuit",14,2025-05-07,55+,Bicycle theft,No,NW1 3PA
S0007,Christopher Hernandez,"female, 5'4"", dark coat",3,2025-06-16,25-34,Bicycle theft,Yes,RM3 0QP
S0356,Harper Hall,"male, 5'7"", baseball cap",14,2025-07-21,55+,Bicycle theft,No,SM5 3WY
S0355,Joseph Anderson,"male, 5'10"", red jacket",4,2025-06-08,35-44,Theft from the person,Yes,DA14 6RR
S0168,Anthony Martin,"female, 5'9"", tracksuit",25,2025-07-06,18-24,Bicycle theft,Yes,HA3 6NL
S1174,Jessica Young,"female, 5'4"", dark coat",13,2025-05-17,45-54,Bicycle theft,No,NW11 7HU
S1496,James Williams,"female, 5'8"", denim jacket",13,2025-06-05,45-54,Theft from the person,No,HA3 3DG
S0138,Joshua Rivera,"male, 6'1"", grey sweater",15,2025-07-05,45-54,Bicycle theft,No,KT9 2HA
S1279,Susan Nguyen,"male, 5'10"", dark coat",7,2025-05-24,45-54,Theft from the person,Yes,SW11 7FD
S0394,Andrew Martin,"male, 6'0"", red jacket",6,2025-07-05,55+,Theft from the person,Yes,W1U 5LG
S1217,Sandra Mitchell,"female, 6'1"", denim jacket",16,2025-05-15,45-54,Bicycle theft,No,W1K 7EE
S0569,Olivia Carter,"male, 5'7"", denim jacket",14,2025-06-16,45-54,Theft from the person,No,E1 0XA
S1309,James Sanchez,"female, 6'2"", denim jacket",9,2025-06-24,55+,Bicycle theft,No,SW18 2RN
S1241,Charlotte Garcia,"male, 5'8"", black hoodie",34,2025-07-18,55+,Theft from the person,No,NW1W 7RL
S1463,Olivia Wright,"female, 5'9"", white t-shirt",15,2025-05-08,55+,Theft from the person,No,N9 1FT
S1485,Harper Taylor,"female, 5'7"", grey sweater",30,2025-06-11,55+,Theft from the person,No,SE7 7TG
S1181,Barbara Green,"female, 6'1"", denim jacket",23,2025-07-12,45-54,Bicycle theft,Yes,N1P 2RL
S1061,Michelle Campbell,"male, 5'11"", red jacket",10,2025-05-19,55+,Theft from the person,Yes,IG3 9DZ
S1144,Sandra Wright,"male, 5'4"", tracksuit",11,2025-05-06,45-54,Theft from the person,No,E9 9DF
S0066,Jennifer Young,"male, 5'7"", denim jacket",5,2025-07-20,45-54,Bicycle theft,Yes,NW11 1EG
S0014,Olivia Thompson,"male, 5'4"", dark coat",15,2025-07-14,45-54,Theft from the person,Yes,W11 2PE
S0399,Ruth Hall,"female, 5'11"", denim jacket",5,2025-05-10,35-44,Bicycle theft,Yes,IG9 5HE
S1294,Carol Lopez,"male, 6'1"", black hoodie",15,2025-05-02,55+,Theft from the person,Yes,N22 4XQ
S1267,Betty Hernandez,"female, 5'8"", black hoodie",9,2025-05-12,18-24,Theft from the person,Yes,NW3 5QB
S0026,Patricia Baker,"female, 5'6"", denim jacket",17,2025-06-10,35-44,Theft from the person,Yes,EN4 8JH
S1188,Michael Smith,"male, 5'5"", leather jacket",18,2025-05-18,55+,Theft from the person,Yes,N21 1SX
S1494,Helen Thompson,"male, 5'8"", baseball cap",25,2025-07-24,25-34,Bicycle theft,Yes,N15 5XG
S1027,Donna Lopez,"female, 5'5"", leather jacket",9,2025-05-06,25-34,Bicycle theft,No,SM5 2EH
S1325,Thomas Sanchez,"male, 5'8"", blue jeans",16,2025-07-02,35-44,Bicycle theft,No,SE15 2BY
S1358,Thomas Hall,"male, 5'7"", dark coat",24,2025-05-28,55+,Bicycle theft,Yes,N9 7BW
S0909,Jessica Miller,"male, 5'7"", tracksuit",17,2025-06-09,45-54,Bicycle theft,No,EC3M 5EL
S0004,Carol Miller,"male, 6'0"", denim jacket",14,2025-06-22,55+,Theft from the person,Yes,TW10 6DH
S1180,Evelyn Clark,"female, 5'8"", black hoodie",20,2025-07-09,25-34,Theft from the person,No,SW20 9WF
S1343,Richard Roberts,"male, 6'0"", baseball cap",12,2025-05-29,45-54,Theft from the person,Yes,E10 5RS
S0245,Mark Robinson,"male, 5'5"", tracksuit",14,2025-06-17,55+,Bicycle theft,Yes,CR5 3EW
S0715,Ava Jackson,"female, 5'10"", red jacket",19,2025-07-29,55+,Theft from the person,Yes,NW2 2EA
S0816,Anthony Rodriguez,"male, 6'2"", blue jeans",13,2025-06-24,18-24,Bicycle theft,No,SW13 9PF
S1027,Donna Lopez,"female, 5'5"", leather jacket",6,2025-06-02,25-34,Bicycle theft,No,NW3 6AL
S0232,Thomas Anderson,"male, 5'6"", white t-shirt",5,2025-06-11,18-24,Theft from the person,Yes,CR2 6TP
S0880,Linda Harris,"female, 6'1"", blue jeans",0,2025-06-11,45-54,Bicycle theft,No,SW6 5NP
S1326,Sandra Taylor,"male, 6'1"", black hoodie",10,2025-07-31,18-24,Theft from the person,Yes,IG2 6JX
S0120,Charles Torres,"female, 6'2"", blue jeans",18,2025-05-18,55+,Theft from the person,Yes,KT3 5JU
S0951,Mary Baker,"male, 5'5"", baseball cap",15,2025-06-30,55+,Bicycle theft,No,EC3M 3BB
S0631,Helen Robinson,"female, 6'1"", denim jacket",17,2025-05-22,18-24,Bicycle theft,Yes,W1A 2WW
S1092,Richard Martinez,"male, 5'5"", dark coat",21,2025-07-09,55+,Theft from the person,Yes,TW4 5DH
S0794,Betty Nguyen,"male, 6'1"", grey sweater",4,2025-05-13,55+,Bicycle theft,Yes,DA5 2DE
S0113,Evelyn White,"male, 6'2"", dark coat",12,2025-05-08,55+,Bicycle theft,Yes,E17 3WJ
S0554,Charles Garcia,"male, 6'2"", white t-shirt",16,2025-07-21,18-24,Theft from the person,No,NW1 9UW
S0085,Joshua Green,"male, 6'1"", blue jeans",13,2025-05-02,25-34,Bicycle theft,Yes,E10 7RF
S0241,Michelle Taylor,"female, 5'5"", grey sweater",15,2025-05-06,25-34,Theft from the person,No,E17 9JW
S0383,Lisa Miller,"female, 5'8"", denim jacket",25,2025-06-16,55+,Bicycle theft,No,W2 1JL
S1293,Jennifer Garcia,"female, 5'10"", red jacket",13,2025-05-20,45-54,Bicycle theft,No,NW8 0JY
S1368,Carol Garcia,"male, 5'5"", baseball cap",19,2025-05-21,55+,Bicycle theft,Yes,HA1 2AR
S1434,Charlotte Garcia,"female, 6'2"", baseball cap",31,2025-06-24,55+,Theft from the person,Yes,N11 2BS
S0895,Ruth Harris,"male, 5'6"", dark coat",4,2025-07-11,55+,Theft from the person,Yes,EN3 4HT
S1075,John Taylor,"male, 5'6"", black hoodie",14,2025-06-15,35-44,Bicycle theft,Yes,UB5 9JL
S1496,James Williams,"female, 5'8"", denim jacket",13,2025-07-25,55+,Theft from the person,No,SW8 1PP
S0488,Patricia Gonzalez,"female, 5'8"", baseball cap",13,2025-05-11,35-44,Theft from the person,No,E17 5QD
S1031,Mia Ramirez,"female, 6'2"", denim jacket",3,2025-07-11,35-44,Bicycle theft,Yes,SE10 9HZ
S1317,Olivia Johnson,"female, 6'1"", baseball cap",1,2025-07-14,18-24,Theft from the person,No,W14 9YY
S1322,Barbara Young,"female, 5'10"", red jacket",22,2025-05-28,35-44,Theft from the person,Yes,HA5 2YR
S0094,Sophia Brown,"female, 6'1"", leather jacket",6,2025-06-12,55+,Bicycle theft,Yes,E15 4DX
S0111,Daniel Hernandez,"female, 6'0"", baseball cap",16,2025-05-02,45-54,Bicycle theft,Yes,W6 9HU
S0783,Michelle Gonzalez,"male, 5'9"", black hoodie",14,2025-05-01,25-34,Bicycle theft,No,SE21 8BT
S1146,Michelle Williams,"female, 5'6"", grey sweater",30,2025-06-23,45-54,Theft from the person,Yes,RM7 9NS
S1219,Mary Walker,"male, 5'11"", blue jeans",18,2025-06-15,55+,Bicycle theft,No,SW6 9EP
S1337,Linda Thompson,"male, 5'5"", grey sweater",29,2025-07-08,45-54,Theft from the person,No,EC4A 1NH
S1418,Joseph Ramirez,"male, 6'1"", grey sweater",15,2025-07-02,35-44,Theft from the person,Yes,SE18 1XH
S0467,Paul Gonzalez,"female, 5'8"", red jacket",8,2025-06-04,45-54,Bicycle theft,No,NW1 8ZH
S0242,Patricia Lopez,"female, 5'9"", leather jacket",15,2025-05-28,25-34,Bicycle theft,No,E3 3YF
S0400,Sarah Johnson,"female, 6'2"", denim jacket",14,2025-07-26,18-24,Theft from the person,No,E7 8HA
S1267,Betty Hernandez,"female, 5'8"", black hoodie",16,2025-05-12,18-24,Bicycle theft,Yes,TW8 0QU
S0321,William Lopez,"male, 6'2"", denim jacket",16,2025-07-28,55+,Theft from the person,Yes,SW1V 4LE
S0307,Anthony Nelson,"female, 5'8"", tracksuit",13,2025-06-13,18-24,Bicycle theft,No,WC2H 9BU
S1234,Lisa Moore,"female, 6'0"", red jacket",6,2025-05-27,45-54,Theft from the person,No,NW1 1PX
S0348,Sharon Smith,"female, 5'4"", leather jacket",9,2025-05-30,45-54,Theft from the person,Yes,E1 6NX
S0043,Patricia Hall,"female, 5'5"", tracksuit",7,2025-05-14,25-34,Bicycle theft,No,KT4 7WF
S0500,Anthony Adams,"male, 5'10"", dark coat",6,2025-07-26,18-24,Bicycle theft,Yes,DA17 5RJ
S0500,Anthony Adams,"male, 5'10"", dark coat",8,2025-05-13,55+,Bicycle theft,Yes,E17 6RR
S0767,Jessica Robinson,"male, 5'4"", black hoodie",14,2025-06-24,35-44,Bicycle theft,No,N9 0EY
S0967,Michelle Torres,"female, 6'0"", leather jacket",5,2025-05-07,25-34,Bicycle theft,No,SM3 8JR
S0758,Ava Thomas,"male, 5'4"", white t-shirt",13,2025-05-15,45-54,Theft from the person,No,SE13 5RY
S0280,Michael Lee,"female, 6'2"", grey sweater",12,2025-07-27,35-44,Bicycle theft,Yes,W8 4BH
S1498,Carol Brown,"male, 5'6"", dark coat",26,2025-06-25,18-24,Bicycle theft,Yes,TW12 2YW
S0565,Emma Carter,"female, 6'2"", dark coat",8,2025-07-04,55+,Theft from the person,No,SW2 5JP
S0305,William Baker,"female, 5'5"", grey sweater",10,2025-06-01,55+,Theft from the person,Yes,SE26 5QT
S1177,Carol Lewis,"female, 5'9"", white t-shirt",9,2025-07-13,45-54,Bicycle theft,Yes,NW11 7ZA
S1196,Joshua Rodriguez,"male, 6'2"", tracksuit",9,2025-07-16,25-34,Bicycle theft,No,HA4 9XT
S1463,Olivia Wright,"female, 5'9"", white t-shirt",8,2025-06-30,18-24,Bicycle theft,Yes,WC1V 7WF
S0988,Helen Rivera,"female, 6'1"", white t-shirt",9,2025-06-24,45-54,Bicycle theft,No,EN3 4NP
S1209,Patricia Anderson,"female, 5'4"", black hoodie",5,2025-07-29,25-34,Bicycle theft,No,UB1 3XN
S1490,Ruth Perez,"female, 5'6"", denim jacket",21,2025-06-18,55+,Bicycle theft,No,N15 3RG
S0935,Joshua Taylor,"male, 5'6"", denim jacket",10,2025-07-09,25-34,Theft from the person,No,HA1 1NZ
S0269,Richard Rivera,"female, 5'7"", denim jacket",16,2025-05-01,18-24,Theft from the person,Yes,TW13 4YW
S0311,Mia Gonzalez,"male, 6'1"", red jacket",5,2025-07-02,35-44,Bicycle theft,Yes,SM6 9LY
S1056,David Hill,"male, 5'6"", baseball cap",10,2025-07-18,25-34,Theft from the person,Yes,UB5 4HH
S0067,Evelyn Thomas,"female, 5'9"", dark coat",3,2025-06-30,35-44,Theft from the person,No,NW9 7JL
S0449,Mia White,"male, 5'9"", denim jacket",18,2025-06-20,18-24,Theft from the person,Yes,SE6 9SN
S0559,Betty Smith,"male, 6'0"", grey sweater",2,2025-06-01,25-34,Theft from the person,Yes,N9 8HG
S0687,Christopher Miller,"female, 5'6"", red jacket",6,2025-07-19,18-24,Bicycle theft,Yes,CR2 9EG
S1403,Sarah Torres,"female, 5'7"", leather jacket",13,2025-07-03,25-34,Theft from the person,No,N7 8PR
S1464,Emma Baker,"female, 5'7"", blue jeans",13,2025-05-05,55+,Bicycle theft,No,N20 9LX
S1409,Michael Davis,"female, 5'7"", red jacket",2,2025-06-18,35-44,Bicycle theft,No,W13 8XL
S0257,Olivia Clark,"female, 6'1"", white t-shirt",7,2025-07-13,55+,Bicycle theft,No,N21 3WR
S1159,Barbara Robinson,"male, 5'5"", grey sweater",2,2025-07-06,35-44,Bicycle theft,Yes,TW3 9HH
S1061,Michelle Campbell,"male, 5'11"", red jacket",16,2025-07-02,18-24,Theft from the person,No,SE26 5UZ
S1289,Donna Martin,"male, 5'9"", white t-shirt",14,2025-06-07,25-34,Bicycle theft,Yes,N13 4BW
S1340,Daniel Gonzalez,"female, 5'6"", blue jeans",22,2025-06-09,45-54,Bicycle theft,No,TW2 7DE
S0232,Thomas Anderson,"male, 5'6"", white t-shirt",3,2025-07-05,35-44,Bicycle theft,No,W6 0PR
S1481,Charles King,"male, 5'11"", baseball cap",16,2025-06-27,45-54,Theft from the person,Yes,E5 8RD
S0154,Amelia Gonzalez,"male, 5'6"", tracksuit",14,2025-07-26,55+,Theft from the person,No,TN16 2JA
S1030,Daniel Martinez,"male, 5'10"", red jacket",10,2025-05-19,55+,Bicycle theft,Yes,WC2R 0LT
S1346,Charles Rivera,"male, 5'10"", tracksuit",3,2025-06-02,45-54,Theft from the person,Yes,NW1 9PG
S0206,Joshua Hernandez,"female, 5'8"", white t-shirt",7,2025-05-03,25-34,Theft from the person,Yes,NW11 7RE
S1472,Barbara Martin,"female, 6'1"", leather jacket",19,2025-06-14,18-24,Bicycle theft,Yes,SE10 9XD
S0360,Jennifer Robinson,"male, 6'2"", black hoodie",18,2025-07-23,25-34,Bicycle theft,No,WC2N 4RF
S1492,Richard Smith,"female, 5'6"", black hoodie",9,2025-05-01,55+,Bicycle theft,Yes,SE24 0HH
S1042,Charlotte Lee,"male, 6'1"", tracksuit",7,2025-07-19,55+,Bicycle theft,Yes,SE11 4LH
S0441,Lisa Martinez,"female, 5'9"", white t-shirt",1,2025-05-31,55+,Theft from the person,Yes,TW7 4AS
S0161,Sharon Moore,"female, 6'2"", red jacket",12,2025-06-29,55+,Theft from the person,Yes,NW5 3PU
S1192,William Martinez,"male, 5'6"", black hoodie",9,2025-06-01,18-24,Bicycle theft,Yes,NW26 9AF
S1277,Betty Torres,"female, 6'0"", dark coat",13,2025-05-17,35-44,Theft from the person,No,SW17 7DP
S1240,William Smith,"female, 5'9"", grey sweater",8,2025-05-20,55+,Bicycle theft,No,N8 9ZD
S0672,Ruth Harris,"male, 5'5"", blue jeans",3,2025-06-09,55+,Bicycle theft,Yes,NW10 7TB
S0129,Sarah Walker,"male, 5'8"", baseball cap",2,2025-07-01,45-54,Theft from the person,No,BR5 3FG
S1007,Joshua White,"male, 6'1"", white t-shirt",4,2025-07-21,18-24,Theft from the person,Yes,HA1 3FR
S1091,Sandra Smith,"male, 6'2"", dark coat",20,2025-05-07,45-54,Theft from the person,Yes,UB5 4JW
S1260,Mia Campbell,"female, 5'8"", red jacket",12,2025-05-19,35-44,Theft from the person,Yes,SW19 5JL
S1353,Steven Garcia,"female, 5'8"", leather jacket",19,2025-05-16,45-54,Theft from the person,Yes,UB5 6XX
S1341,William Thompson,"male, 6'0"", denim jacket",19,2025-06-12,45-54,Bicycle theft,No,EC1M 4ET
S0354,Matthew Rodriguez,"male, 5'11"", leather jacket",7,2025-06-03,55+,Theft from the person,Yes,E5 0UG
S1181,Barbara Green,"female, 6'1"", denim jacket",18,2025-07-18,35-44,Theft from the person,No,SW2 5BL
S0204,Richard Johnson,"male, 5'6"", tracksuit",15,2025-07-08,25-34,Theft from the person,No,RM4 1PR
S1273,Mary Lopez,"female, 5'5"", black hoodie",16,2025-05-24,35-44,Bicycle theft,No,E3 3AL
S1406,David White,"female, 5'5"", tracksuit",10,2025-05-26,25-34,Theft from the person,No,NW3 7ED
S1096,Nancy Martin,"male, 5'10"", red jacket",15,2025-07-18,25-34,Bicycle theft,Yes,SM6 9JB
S1345,Mia Nguyen,"female, 6'1"", leather jacket",25,2025-05-05,18-24,Bicycle theft,Yes,DA8 2YB
S1466,John Allen,"female, 5'6"", white t-shirt",32,2025-07-18,18-24,Bicycle theft,No,TW4 5NF
S0814,Patricia King,"male, 5'8"", grey sweater",20,2025-07-17,45-54,Bicycle theft,No,W1F 8SJ
S0389,Harper Young,"female, 6'1"", denim jacket",1,2025-06-21,35-44,Bicycle theft,No,RM2 5SU
S1272,James Flores,"male, 5'11"", blue jeans",2,2025-06-06,45-54,Theft from the person,No,SW6 6QW
S1486,William Martin,"male, 5'10"", denim jacket",14,2025-06-04,25-34,Bicycle theft,Yes,EN1 1PP
S1433,Richard Thompson,"male, 6'0"", tracksuit",22,2025-07-20,35-44,Bicycle theft,Yes,CR0 7EX
S1135,Joseph Thompson,"female, 5'4"", leather jacket",10,2025-05-03,55+,Bicycle theft,Yes,RM5 3GD
S1069,Elizabeth Rodriguez,"male, 6'1"", white t-shirt",11,2025-07-26,35-44,Theft from the person,No,N15 6EW
S0346,Anthony Adams,"female, 5'10"", black hoodie",17,2025-07-31,35-44,Theft from the person,Yes,N8 9ZB
S0481,Betty Lee,"female, 5'10"", baseball cap",0,2025-07-24,45-54,Bicycle theft,Yes,N6 4AW
S1452,Patricia Ramirez,"female, 5'4"", denim jacket",11,2025-05-16,35-44,Theft from the person,Yes,HA7 4WA
S0181,Mia Walker,"female, 5'4"", baseball cap",21,2025-07-24,55+,Theft from the person,Yes,W14 9NY
S0966,Nancy Flores,"female, 5'10"", tracksuit",4,2025-06-16,45-54,Bicycle theft,No,SW10 0SJ
S1448,Mark Torres,"female, 6'2"", dark coat",20,2025-07-27,55+,Theft from the person,Yes,BR3 4NP
S0648,Andrew White,"male, 6'0"", denim jacket",7,2025-06-06,25-34,Bicycle theft,No,SW2 2EJ
S1422,Daniel Campbell,"male, 6'1"", red jacket",20,2025-06-21,35-44,Bicycle theft,No,SE28 0HL
S0619,Mark Garcia,"male, 6'1"", red jacket",9,2025-07-30,45-54,Theft from the person,No,SE15 9JN
S1265,Charlotte Perez,"female, 5'8"", black hoodie",18,2025-05-30,35-44,Bicycle theft,Yes,W1U 2EJ
S1184,Harper Lewis,"female, 5'11"", leather jacket",10,2025-05-11,55+,Theft from the person,Yes,CR0 2DR
S0213,Betty White,"female, 5'8"", tracksuit",4,2025-06-18,18-24,Bicycle theft,No,NW3 2UA
S0386,Sophia Wilson,"female, 6'1"", red jacket",9,2025-07-12,55+,Bicycle theft,No,N3 9EY
S1372,Linda White,"male, 5'8"", denim jacket",9,2025-07-12,45-54,Bicycle theft,Yes,IG2 7DP
S0908,Jennifer Clark,"male, 5'7"", black hoodie",16,2025-06-14,25-34,Bicycle theft,No,EC3N 2DY
S1455,Lisa Smith,"male, 5'4"", grey sweater",13,2025-06-01,18-24,Theft from the person,No,E5 8DW
S0922,Barbara Hernandez,"male, 5'11"", red jacket",13,2025-06-15,45-54,Theft from the person,Yes,E17 4GW
S0186,Carol Gonzalez,"male, 5'11"", white t-shirt",12,2025-06-24,25-34,Bicycle theft,Yes,W1W 8QD
S1462,Isabella Carter,"male, 5'11"", dark coat",26,2025-05-30,18-24,Bicycle theft,No,E3 3QZ
S1469,Andrew Torres,"female, 5'8"", leather jacket",10,2025-06-24,18-24,Theft from the person,No,SE14 6PX
S1350,Ava Miller,"male, 5'6"", leather jacket",13,2025-05-02,45-54,Theft from the person,Yes,SE17 3JS
S1425,Christopher Green,"female, 5'7"", denim jacket",7,2025-07-19,55+,Theft from the person,No,WC1X 8PX
S1285,Anthony Campbell,"female, 5'11"", grey sweater",14,2025-05-04,25-34,Theft from the person,Yes,E15 1JG
S0554,Charles Garcia,"male, 6'2"", white t-shirt",14,2025-07-13,45-54,Bicycle theft,No,SE4 2HD
S0737,William Young,"female, 5'8"", baseball cap",0,2025-07-11,35-44,Bicycle theft,No,SE1 5UJ
S1430,Robert Allen,"male, 5'10"", denim jacket",18,2025-06-30,55+,Bicycle theft,Yes,SW4 7PE
S0363,Sarah Jones,"male, 6'1"", tracksuit",9,2025-06-19,55+,Bicycle theft,Yes,W1A 6QD
S1277,Betty Torres,"female, 6'0"", dark coat",16,2025-07-06,25-34,Theft from the person,Yes,NW7 2LG
S1212,Steven Taylor,"female, 5'8"", grey sweater",15,2025-06-23,45-54,Theft from the person,Yes,NW3 7AJ
S1215,James Adams,"female, 5'7"", denim jacket",17,2025-05-06,55+,Bicycle theft,No,SE12 9PN
S0034,Emma White,"female, 5'5"", white t-shirt",16,2025-07-25,25-34,Bicycle theft,Yes,WC1H 0NJ
